DEUTW,ESP,FRATNP,GBRTENW,ITA,JPN,RUS,SWE,USA
-8.25333268636761,-12.456377432886,-10.4397084351409,-4.8218275035447,-9.75242670030211,-24.7512891088494,-17.8533680644953,-2.45977695936591,-7.17800550091578
-9.40320365399554,-12.9159948509018,-11.6924219994183,-6.19966242876458,-13.4692001929298,-29.2854450864758,-15.9381260339945,-9.30308916550991,-9.25486894881248
-9.36295618616123,-12.9141019292899,-14.1891611946892,-8.84411043088769,-14.0776447940945,-29.4333238500525,-8.74170290918145,-8.63687021334084,-11.3191678972451
-11.1507943375017,-14.094575545114,-15.7273413906842,-10.2994489799003,-14.0731658286902,-32.2593554636009,-6.00611791649358,-10.116390026271,-12.4858422687652
-14.9634101010717,-18.4893767564805,-18.1764440372963,-13.9327733321755,-17.6995189325164,-32.7351966414146,2.35129278536371,-13.7838008625515,-14.4822547890405
-14.7372819836224,-19.9124894718984,-18.6224318290944,-12.8785744958385,-20.4906000663133,-34.2418701152828,15.900078440361,-14.4632934614164,-12.8310477677118
-17.6081153444168,-23.7026061220693,-22.3394561931756,-17.7030009136743,-22.6666127692627,-38.5228792370051,20.7652706612214,-21.1296076981392,-14.1682317937026
-18.6711322679487,-24.5807243297568,-23.2275664708329,-16.6871634603352,-25.0984907220817,-36.8381409161886,18.0843394181244,-22.0499330365605,-15.0665060052205
-20.5097335003888,-26.0281873934504,-24.9526540416333,-19.1554876704022,-28.3297716493278,-44.3726834910409,12.8331449694565,-24.4473228224016,-17.6054287685719
-24.4869608228237,-31.3876434378353,-28.233265189259,-21.4493313805726,-31.3974995980895,-46.8983794234859,8.46160894511594,-27.0490743852625,-20.2156848321204
-27.640446354544,-32.3513163764683,-29.7256032943019,-22.7383136239868,-32.1650510565307,-47.7033068495336,6.82302565416079,-28.7530540646066,-21.5209758280967
-29.6160030794154,-32.3820734747038,-31.2404318350465,-23.8177289705875,-36.448293955094,-47.2936409390927,12.2042393074668,-29.789799969728,-21.6153842792982
-32.3298457888872,-37.5764458265871,-33.991058558423,-28.2446769569882,-40.7883719969164,-53.9081671824816,14.9386827702936,-32.3823351053146,-22.7563165797382
-35.7946615827799,-41.1627692925706,-35.6246854143656,-30.8699331792885,-43.8527985406276,-57.8095745260372,15.3542720361936,-33.5821369556934,-23.716888771425
-36.6678711370662,-42.1224826774897,-37.4286928423697,-32.1388523834301,-46.4445274867954,-61.2163739294681,16.5234514852391,-34.7295406276525,-24.3207039298505
-37.061493994089,-41.2756316917604,-37.4683063342383,-32.8363099116491,-47.2715241908272,-62.0141632063288,16.7692791287478,-37.7211206744579,-25.5737696663396
-43.673987772651,-47.9995549389076,-46.3045297696723,-38.6235863929126,-56.9141486298856,-65.2464330640745,15.02035021034,-42.0004502873021,-28.9951162444401
-45.0298333553114,-47.9037459617775,-46.2223929360552,-40.5990522582488,-56.8827698437617,-63.8958969108343,14.7370152202658,-42.9489160475144,-28.993531132424
-48.9515017720503,-55.6818065789414,-50.2647176478911,-43.1302407213038,-61.6621046220684,-68.3447536503773,8.8586333609577,-45.4345839896172,-31.3989580746094
-50.507163921869,-55.8097568130011,-52.3622444454069,-45.1433785719912,-62.701959936587,-70.5483280298154,4.05127521381089,-47.1339588645725,-33.6679640139552
-51.3753646941216,-59.6897184698205,-53.1036134648486,-46.2429104271843,-64.5790622729413,-71.5337861410788,1.63450189677533,-49.189641673747,-34.45767320214
-52.58008974348,-64.1647980981265,-54.3752982547863,-51.3379337970377,-66.0263053242673,-75.8517945275284,-4.15981600756452,-52.0456137749623,-37.6608421143622
-54.5418607060776,-69.219402446065,-56.9031380921304,-53.7996303012703,-70.6471627400897,-75.1191491829213,-5.59807883057838,-54.0646699175886,-39.4715050389855
-57.7572496339285,-71.479329510365,-60.7798771855106,-58.0623709107677,-71.913372251025,-72.136892535428,-17.8533738912729,-56.9908823219753,-39.8885701916278
-59.3137964175299,-71.6908550004607,-60.2356917061515,-58.6331516207943,-72.2212007930634,-78.4077642006895,-17.8533671273852,-56.607282695081,-40.984942876388
-58.9548560108294,-78.7113812888466,-62.7481203928529,-59.1586800473238,-77.5566876094614,-81.3816110932111,-17.8533667531725,-59.2046869101645,-41.0587094005144
